Dates,ES1 Index,NQ1 Index,VG1 Index,BZ1 Index,TY1 Comdty,RX1 Comdty,EC1 Curncy,BP1 Curncy,UC1 Curncy,CL1 Comdty,CO1 Comdty
06/22/1999,1434.07,3039.99,2457.1,121376,55.78125,71.63,1.22541,147.12,12580.648,49.14,13.2
06/23/1999,1426.63,3062.36,2422.3,119950,55.5625,71.25,1.226,146.27,12660.853,51.08,13.63
06/24/1999,1416.53,3006.78,2387.5,115188,55.421875,70.66,1.23532,147.03,12701.947,50.64,13.57
06/25/1999,1412.55,3002.71,2392.5,112847,55.5,70.97,1.23792,146.92,12676.425,50.91,13.62
06/28/1999,1428.49,3068.46,2397,113230,55.71875,70.93,1.22859,146.46,12552.322,50.47,13.55
06/29/1999,1442.04,3109.8,2405.8,114863,55.84375,71.16,1.22659,145.75,12504.864,51.05,13.76
06/30/1999,1468.61,3154.54,2408.3,118356,56.296875,71.24,1.2273,146.09,12365.181,53.4,14.35
07/01/1999,1479.61,3179.62,2457.7,117854,56.140625,70.87,1.21396,145.59,12481.696,53.68,14.44
07/02/1999,1494.39,3226.39,2478,119320,56.171875,70.64,1.21526,146.16,12407.896,54.51,14.48
07/05/1999,1498.11,3227.74,2530.6,120757,56.171875,70.72,1.21361,145.86,12445.057,54.51,14.9
07/06/1999,1491.47,3206.05,2525.5,117382,56.046875,70.33,1.21384,144.57,12525.003,54.76,14.84
07/07/1999,1492.79,3202.66,2515.4,118189,55.953125,69.88,1.2129,144.55,12516.555,54.73,14.88
07/08/1999,1493.33,3238.59,2505.2,115208,56.171875,70.09,1.21054,144.27,12660.319,54.57,14.95
07/09/1999,1502.89,3277.9,2517.3,115208,56.140625,70.02,1.20629,143.26,12660.319,55.2,15.17
07/12/1999,1497.58,3259.6,2517.3,112473,56.5,70.58,1.20405,144.16,12895.455,55.12,15.24
07/13/1999,1492,3246.72,2479.3,112965,56.578125,70.55,1.20593,144.14,12812.781,55.79,15.6
07/14/1999,1497.84,3301.62,2485,112630,56.5,70.64,1.21042,144.72,12769.557,55.15,15.48
07/15/1999,1508.74,3325.35,2506.5,113211,56.515625,69.98,1.20959,144.88,12681.631,55.81,15.73
07/16/1999,1517.24,3353.82,2502.7,112896,56.671875,70.27,1.20818,144.61,12592.811,57.09,15.95
07/19/1999,1507.14,3328.74,2501.4,113476,56.703125,70.41,1.22033,146.29,12542.43,56.89,15.83
07/20/1999,1474.73,3189.79,2446.3,111735,56.765625,70.78,1.23367,145.18,12685.433,54.41,15.29
07/21/1999,1472.6,3210.12,2403.9,112561,56.734375,71.04,1.24665,145.99,12700.369,54.14,15.32
07/22/1999,1453.73,3128.78,2390,111833,56.34375,70.76,1.24642,146.62,12717.983,54.94,15.54
07/23/1999,1448.42,3131.49,2355.8,109393,56.140625,70.61,1.24524,146.01,12724.255,56.84,16.1
07/26/1999,1439.92,3056.93,2330.5,105979,56.078125,70.75,1.26282,147.12,12748.538,56.54,15.96
07/27/1999,1449.48,3126.75,2333.6,106835,56.203125,70.65,1.25786,147.14,12655.512,56.15,15.77
07/28/1999,1453.73,3169.45,2334.3,106097,56.1875,70.68,1.26258,147.83,12490.904,56.59,15.95
07/29/1999,1434.6,3100.99,2260.8,104435,55.96875,70.26,1.2699,149.68,12510.773,57.78,16.32
07/30/1999,1415.47,3086.08,2302,103471,55.859375,69.93,1.26754,150.1,12590.802,56.56,15.97
08/02/1999,1420.25,3079.98,2311.5,100726,55.828125,69.6,1.2653,149.64,12734.769,56.34,16
08/03/1999,1412.28,3059.65,2288.7,102083,55.75,69.56,1.26483,149.9,12692.299,55.93,16
08/04/1999,1391.29,3001.35,2279.8,100342,55.78125,69.62,1.27533,150.08,12775.28,56.32,16.18
08/05/1999,1404.31,3044.06,2219,100312,55.96875,69.23,1.27309,149.21,12883.76,56.65,16.32
08/06/1999,1388.1,3009.49,2236.1,99201,55.46875,68.86,1.27309,149.06,12871.783,57.53,16.54
08/09/1999,1385.44,2976.95,2279.8,97469,55.171875,69.12,1.26672,148.62,12972.708,58.6,16.9
08/10/1999,1371.63,2949.16,2236.7,97184,55.109375,69.1,1.26719,149.4,12990.928,58.68,16.89
08/11/1999,1385.98,3047.44,2241.8,100057,55.25,69.3,1.26081,149.03,12908.948,59.29,17.01
08/12/1999,1386.77,3013.55,2310.2,98355,55.25,69.71,1.26164,149.18,12967.01,59.18,16.89
08/13/1999,1416.8,3142.34,2366.6,99663,55.609375,69.78,1.24984,148.57,13029.011,59.7,17.06
08/16/1999,1423.71,3170.13,2359.6,99456,55.640625,69.63,1.24984,148.16,13072.709,58.85,17
08/17/1999,1431.68,3178.94,2378.6,97434,55.953125,69.81,1.24323,148.4,13033.943,59.9,17.26
08/18/1999,1418.39,3147.08,2369.7,95028,55.96875,70,1.245,148.29,13200.933,59.29,17.12
08/19/1999,1410.42,3103.03,2330.5,95996,55.890625,70.04,1.25704,149.75,13412.738,59.95,17.39
08/20/1999,1425.04,3155.89,2352,99332,55.9375,70.29,1.26129,149.4,13249.833,59.7,17.47
08/23/1999,1452.67,3252.82,2385.6,99945,55.921875,70.22,1.24146,148.23,12963.946,59.59,17.46
08/24/1999,1456.66,3275.87,2403.3,100981,56.140625,70.2,1.24476,147.51,13252.648,58.58,17.17
08/25/1999,1469.94,3349.07,2451.4,104796,56.5,70.77,1.23202,146.68,13156.276,56.15,16.46
08/26/1999,1453.73,3292.81,2441.9,102658,56.40625,70.42,1.23461,146.94,13231.82,57.16,17.12
08/27/1999,1436.46,3260.28,2447,103368,56.109375,70.25,1.23579,146.92,13395.691,58.04,17.28
08/30/1999,1409.36,3217.58,2431.8,103023,55.765625,69.82,1.23591,147.05,13335.775,60.05,17.28
08/31/1999,1402.72,3244.01,2386.2,103118,55.703125,69.6,1.2496,148.64,13233.034,60.33,17.75
09/01/1999,1417.86,3272.48,2405.8,106426,55.703125,69.69,1.25149,148.6,13294.934,60,17.57
09/02/1999,1403.25,3253.5,2353.9,108007,55.59375,69.13,1.26188,148.6,13196.699,58.64,17.31
09/03/1999,1448.15,3406.01,2418.5,109781,55.984375,69.55,1.2535,148.4,13155.026,60.03,17.5
09/06/1999,1449.48,3403.97,2441.3,110711,55.984375,69.62,1.25043,148.58,13088.968,60.03,17.77
09/07/1999,1437.52,3390.42,2422.9,110711,55.8125,68.96,1.25031,148.47,13088.968,61.69,18.29
09/08/1999,1430.62,3344.33,2423.5,108630,55.890625,69.36,1.25078,149.79,12934.88,61.83,18.53
09/09/1999,1429.55,3395.84,2445.7,110797,55.75,68.91,1.2437,151.23,12855.004,63.3,19.17
09/10/1999,1437.52,3439.22,2467.2,111190,56.015625,69.06,1.22222,149.73,12865.155,64.26,19.51
09/13/1999,1431.68,3388.38,2444.4,112484,55.9375,68.8,1.2289,148.79,12963.949,66.06,19.54
09/14/1999,1421.58,3408.72,2421.6,111362,55.78125,68.54,1.22187,148.73,12874.61,65.1,19.47
09/15/1999,1399.78,3341.62,2393.8,109925,55.921875,68.42,1.22667,149.38,12882.947,65.84,19.44
09/16/1999,1401.35,3334.25,2391.9,107777,56.015625,68.85,1.2275,150.21,12904.121,66.88,19.39
09/17/1999,1420.27,3441.44,2388.8,109407,56.140625,69.02,1.22832,150.16,12857.519,67.45,19.46
09/20/1999,1417.38,3443.44,2391.9,112503,56,68.89,1.22492,149.93,12811.749,66.53,19.34
09/21/1999,1389.27,3365.06,2358.6,110816,55.921875,68.79,1.23652,150.88,12894.455,66.78,19.36
09/22/1999,1389,3398.56,2356,111803,55.96875,68.87,1.23183,150.6,12924.43,67.28,19.57
09/23/1999,1356.69,3259.21,2365.5,110308,56.25,69.18,1.23019,151.69,12988.811,69.37,20.33
09/24/1999,1354.85,3250.5,2329.6,111190,56.5625,69.46,1.23218,151.99,13034.165,69.07,20.4
09/27/1999,1362.21,3284,2359.2,111583,56.328125,68.96,1.23464,152.36,13132.782,68.65,20.55
09/28/1999,1360.11,3300.08,2329,111228,56.109375,69.02,1.2432,152.63,13152.026,67.87,20.28
09/29/1999,1345.13,3240.46,2317.7,110481,55.8125,68.68,1.25374,152.04,13100.388,68.87,20.32
09/30/1999,1364.31,3267.25,2312.6,106780,56.0625,69,1.25726,152.25,13237.582,68.37,20.13
10/01/1999,1359.84,3257.87,2298.2,105266,55.703125,68.38,1.26499,152.99,13179.557,68.45,20.2
10/04/1999,1385.85,3344.3,2351.6,106330,55.890625,68.49,1.26488,153.13,13191.027,66.28,19.62
10/05/1999,1382.7,3361.04,2361.1,104853,55.5625,68.67,1.2664,153.3,13258.733,65.41,19.57
10/06/1999,1402.67,3424.02,2369.2,109062,55.53125,68.55,1.2589,153.15,13257.565,64.91,19.43
10/07/1999,1396.62,3415.31,2395.7,108592,55.515625,68.44,1.26101,152.78,13133.312,62.62,18.85
10/08/1999,1415.28,3454.16,2393.8,110011,55.546875,68.26,1.24964,152.63,13276.786,58.3,17.67
10/11/1999,1415.54,3499.72,2395.7,110289,55.546875,68.3,1.2521,152.84,13208.148,59.33,18.12
10/12/1999,1393.47,3429.38,2367.4,110289,55.4375,67.95,1.2664,153.24,13208.148,62.2,18.82
10/13/1999,1355.11,3316.16,2347.9,108602,55.234375,67.83,1.2698,153.1,13283.604,64.32,19.18
10/14/1999,1355.64,3342.29,2336.5,108694,55.09375,67.41,1.26956,153.93,13333.454,62.62,18.7
10/15/1999,1320.43,3237.11,2291.9,106497,55.390625,67.6,1.28199,154.54,13404.239,63.66,19.22
10/18/1999,1330.16,3196.24,2279.3,105236,55.28125,67.65,1.27542,154.32,13520.303,62.85,18.81
10/19/1999,1339.35,3192.22,2342.8,106460,55.15625,67.51,1.27531,154.67,13555.415,61.82,18.59
10/20/1999,1358.27,3310.8,2340.3,107851,55.109375,67.35,1.26359,153.82,13457.532,62.21,18.68
10/21/1999,1361.94,3367.07,2330.9,107674,55.078125,67.58,1.27249,155.08,13451.827,62.57,18.89
10/22/1999,1373.77,3344.97,2389.4,109482,55.046875,67.59,1.25468,153.24,13331.368,64.89,19.59
10/25/1999,1367.2,3348.98,2370.5,109037,55.015625,67.32,1.25374,153.84,13406.271,64.62,19.5
10/26/1999,1350.91,3317.5,2398.2,109862,54.984375,67.43,1.2446,152.89,13470.784,64.17,19.39
10/27/1999,1371.93,3320.18,2387.5,109853,55.1875,68,1.23453,152.08,13408.026,63.43,19.3
10/28/1999,1419.22,3432.73,2456.7,111800,55.453125,68.44,1.23675,151.51,13311.653,60,18.3
10/29/1999,1446.28,3558,2476.2,111680,55.859375,69.04,1.23898,152.1,13144.359,60.19,18.53
11/01/1999,1431.83,3533.89,2480,111624,55.71875,69.02,1.23476,151.84,13078.482,62.29,19.09
11/02/1999,1421.32,3539.24,2478.7,111624,55.8125,69.3,1.23605,152.21,13078.482,61.96,18.86
11/03/1999,1429.73,3610.26,2491.3,116723,55.890625,69.08,1.23136,151.93,13079.139,62.43,19.28
11/04/1999,1438.13,3645.76,2522.8,117400,56.078125,69.47,1.21695,149.93,12938.2,64.04,19.52
11/05/1999,1454.42,3730.18,2537.2,120153,56.234375,69.83,1.22398,149.79,12956.644,63.65,19.5
11/08/1999,1453.63,3762.33,2539.1,122499,56.171875,69.99,1.22,149.77,12973.507,64.4,19.89
11/09/1999,1441.81,3732.19,2549.2,121488,56.125,69.71,1.2207,150.1,13013.791,66.5,20.62
11/10/1999,1450.22,3774.39,2560.5,123917,56.046875,69.66,1.22656,150.49,12979.402,67.72,20.92
11/11/1999,1458.63,3840.04,2601.4,124353,56.046875,69.74,1.22656,150.49,12995.615,67.33,20.74
11/12/1999,1474.13,3892.3,2603.3,123704,56.265625,70.37,1.21168,149.45,13007.393,68.93,21.01
11/15/1999,1474.39,3880.24,2636.6,123704,56.234375,70.14,1.21132,149.95,13007.393,69.54,21.22
11/16/1999,1503.81,3988.1,2652.4,123778,56.140625,70.55,1.21214,149.69,12990.262,71.12,21.37
11/17/1999,1490.15,3925.8,2671.9,120181,55.90625,69.9,1.22175,150.3,12966.754,73.61,21.71
11/18/1999,1501.19,4046.38,2698.9,122990,55.859375,69.51,1.20816,149.44,12964.61,71.71,21.22
11/19/1999,1500.66,4077.87,2708.3,127014,55.84375,69.55,1.21003,149.9,12977.125,74.01,21.84
11/22/1999,1499.87,4112.04,2651.7,126504,55.75,69.41,1.2105,149.84,12975.269,76.64,22.45
11/23/1999,1483.85,4040.35,2666.2,127802,55.78125,69.34,1.20523,150.14,12958.379,74.86,21.91
11/24/1999,1493.83,4185.06,2666.2,125772,55.8125,69.07,1.19304,148.44,12935.628,76.07,22.31
11/25/1999,1499.87,4200.47,2739.8,127144,55.8125,69.04,1.19644,149.23,12912.863,76.07,22.23
11/26/1999,1486.47,4181.71,2761.2,129675,55.734375,68.74,1.19234,148.64,12884.316,76.07,22.09
11/29/1999,1482.27,4119.41,2744.2,129582,55.53125,68.71,1.18507,148.49,12872.835,73.5,21.64
11/30/1999,1462.3,3982.74,2731.6,128831,55.609375,69.24,1.18297,147.86,12889.697,69.62,20.59
12/01/1999,1473.86,4038.34,2734.1,130101,55.546875,69.29,1.18297,148.07,12787.718,70.78,20.93
12/02/1999,1484.11,4170.32,2738.5,133652,55.453125,68.88,1.17558,147.99,12609.699,73.1,21.74
12/03/1999,1510.91,4252.72,2797.7,134959,55.671875,69.24,1.17523,148.07,12579.897,73.07,21.73
12/06/1999,1498.03,4293.59,2834.2,134384,55.765625,69.69,1.19855,149.75,12515.759,75.48,22.46
12/07/1999,1487.79,4302.97,2831,133800,55.890625,69.81,1.20125,150.25,12468.502,74.23,22.12
12/08/1999,1477.02,4240.66,2834.8,134023,55.796875,69.62,1.20441,150.56,12498.95,75.14,22.38
12/09/1999,1482.27,4244.01,2849.9,135979,55.875,69.88,1.19691,150.25,12540.393,74.04,21.82
12/10/1999,1488.84,4296.94,2804,137351,56.078125,70.23,1.18601,149.88,12482.167,71.43,21.3
12/13/1999,1489.1,4341.82,2824.1,137629,55.984375,69.92,1.18822,150.19,12401.493,71.86,21.41
12/14/1999,1477.02,4256.07,2841.7,136021,55.609375,69.52,1.17821,149.03,12389.525,72.85,21.79
12/15/1999,1480.64,4327.08,2821,134011,55.46875,69.8,1.17984,148.36,12380.362,74.63,22.19
12/16/1999,1489.45,4467.78,2840.9,133984,55.25,68.86,1.19102,148.88,12275.792,75.96,22.73
12/17/1999,1496.71,4509.39,2872.1,136620,55.25,68.58,1.18089,148.33,12083.802,75.71,22.79
12/20/1999,1487.12,4552.98,2892,139961,55.03125,68.5,1.18496,148.42,12116.494,75.19,22.6
12/21/1999,1507.33,4754.44,2859.6,143258,54.9375,68.84,1.18147,149.03,12210.828,74.96,22.59
12/22/1999,1510.44,4781.52,2924.4,145894,54.921875,68.67,1.18171,148.64,12192.134,72.79,22.02
12/23/1999,1534.27,4813.89,2986.7,146948,54.84375,68.74,1.18834,149.25,12247.376,73.85,22.5
12/24/1999,1534.27,4813.89,2986.7,146948,54.84375,68.74,1.18834,149.25,12247.376,73.85,22.52
12/27/1999,1531.42,4808.6,3006.7,147377,54.90625,68.79,1.1859,149.55,12226.691,75.16,22.52
12/28/1999,1532.46,4785.49,2996.7,150218,54.78125,68.5,1.17786,149.34,12201.477,76.56,22.52
12/29/1999,1536.09,4946.65,3024.1,155132,54.875,68.45,1.17658,149.62,12092.606,75.56,22.73
12/30/1999,1534.53,4933.44,3090.2,155606,54.9375,68.18,1.18019,149.45,12084.056,73.08,22.4
12/31/1999,1538.16,4959.2,3090.2,155606,54.703125,68.18,1.18252,149.6,12084.056,73.08,22.4
01/03/2000,1520.02,5078.76,3030.4,156258,54.25,67.64,1.20219,151.49,12148.311,73.08,22.4
01/04/2000,1463.03,4699.62,2912,146287,54.53125,67.53,1.20487,151.28,12375.696,72.94,21.78
01/05/2000,1464.84,4640.17,2843.4,149155,54.140625,67.36,1.20685,151.73,12256.517,71.11,21.19
01/06/2000,1454.99,4375.96,2826.6,147690,54.328125,67.27,1.20452,152.24,12280.293,70.74,21.1
01/07/2000,1512.77,4705.56,2919.4,149575,54.546875,67.82,1.20254,151.41,12175.27,69.14,20.62
01/10/2000,1528.57,4980.34,2958.7,155391,54.40625,67.86,1.19928,151.25,12079.1,70.43,21.19
01/11/2000,1507.07,4722.74,2934.4,151558,53.96875,67.27,1.20731,152.28,12120.617,73.57,21.99
01/12/2000,1494.37,4628.28,2907,150459,53.859375,67.3,1.20568,152.28,12171.061,75.02,22.16
01/13/2000,1511.99,4813.89,2936.3,157750,54.21875,67.38,1.19882,152.15,12059.215,76.19,22.43
01/14/2000,1531.68,4955.9,3052.2,159921,53.984375,67.21,1.18543,151.04,11994.543,79.99,23.02
01/17/2000,1531.68,4968.45,3070.9,163397,53.984375,67.21,1.18008,150.78,11920.429,79.99,23.46
01/18/2000,1522.87,5029.22,2979.9,161914,53.71875,66.81,1.18287,151.19,11910.748,82.36,23.82
01/19/2000,1525.98,5086.02,2972.4,158867,53.84375,67.05,1.18299,151.86,11891.313,82.6,23.63
01/20/2000,1509.14,5125.66,2986.7,155275,53.671875,67.29,1.18776,152.82,11835.866,82.86,23.87
01/21/2000,1507.07,5142.83,2935.6,154409,53.625,67.13,1.17973,152.41,11766.431,83.54,24.1
01/24/2000,1463.03,4866.07,2929.4,153810,53.96875,67.26,1.17309,152.47,11758.867,82.45,23.83
01/25/2000,1470.02,5008.74,2923.2,153810,53.921875,67.48,1.17007,151.95,11758.867,83.78,24.27
01/26/2000,1466.91,4827.76,2950,154391,53.984375,67.4,1.16948,151.38,11785.879,82.48,23.9
01/27/2000,1460.95,4803.32,3011.7,153953,53.96875,67.05,1.15319,151.39,11795.52,80.94,23.43
01/28/2000,1416.13,4590.63,2968.7,150433,54.15625,67.35,1.14097,149.77,11901.265,80.64,23.48
01/31/2000,1451.89,4772.28,2921.3,148154,54.09375,67.45,1.13189,149.29,11801.89,81.88,23.75
02/01/2000,1468.21,4918.91,3010.4,148985,54.265625,67.87,1.13608,149.23,11828.822,83.6,24.13
02/02/2000,1466.91,4932.78,3069,151701,54.34375,67.86,1.13876,148.49,11788.257,81.62,23.71
02/03/2000,1488.67,5142.17,3149.4,156910,54.703125,68.24,1.1554,147.42,11782.909,83.04,24.38
02/04/2000,1483.49,5160.66,3191.2,161529,54.484375,67.68,1.14644,146.85,11677.078,85.38,24.76
02/07/2000,1479.09,5227.38,3152.5,162888,54.09375,67.5,1.14365,147.48,11676.377,84.28,24.58
02/08/2000,1498.78,5409.68,3236.1,168802,54.28125,67.8,1.15005,148.83,11633.21,83.01,24.12
02/09/2000,1469.76,5253.14,3223,165693,53.984375,67.7,1.1575,149.14,11649.616,85.23,24.62
02/10/2000,1470.8,5432.14,3226.7,166846,53.75,67.33,1.15028,148.64,11634.003,87.19,25.13
02/11/2000,1447.48,5274.27,3281.6,161672,53.875,67.3,1.1511,147.27,11656.511,87.22,25.44
02/14/2000,1449.55,5288.8,3210.5,158652,54.21875,67.63,1.14434,146.72,11677.255,89.62,26.16
02/15/2000,1461.21,5332.4,3143.8,160059,54.09375,67.45,1.14423,147.4,11711.153,89.05,26.16
02/16/2000,1443.34,5311.26,3181.2,162177,54.09375,67.34,1.15028,148.47,11682.531,89.02,26.39
02/17/2000,1435.82,5424.87,3196.8,160901,53.96875,67.36,1.15238,148.59,11663.969,87.28,25.71
02/18/2000,1402.4,5241.91,3191.2,157585,54.25,67.55,1.14784,147.75,11694.276,87.42,25.28
02/21/2000,1402.4,5239.93,3150.7,159599,54.25,67.74,1.15016,147.77,11699.644,87.42,25
02/22/2000,1398,5241.25,3159.4,157073,54.84375,68.21,1.17123,148.95,11743.964,88.87,25.62
02/23/2000,1414.84,5531.88,3181.8,159876,54.53125,68.06,1.16867,148.1,11711.73,90.31,26.09
02/24/2000,1404.47,5670.59,3175.6,157620,54.90625,68.35,1.15854,147.94,11671.166,92.09,26.39
02/25/2000,1386.6,5535.84,3266.6,158340,54.90625,67.88,1.13503,147.25,11632.28,93.26,26.49
02/28/2000,1396.7,5492.91,3194.3,156343,54.578125,67.88,1.13212,147.31,11655.837,92.59,26.43
02/29/2000,1421.83,5681.82,3247.3,157290,54.65625,67.9,1.12572,145.94,11587.777,93.51,27.08
03/01/2000,1435.3,5714.18,3272.2,158687,54.734375,67.95,1.13492,146.59,11561.264,97.63,28.02
03/02/2000,1435.3,5581.42,3381.3,159772,54.671875,67.88,1.12549,145.72,11511.773,97.38,28.17
03/03/2000,1461.99,5884.6,3406.2,165319,54.796875,68.07,1.11979,145.98,11427.459,96.83,27.95
03/06/2000,1445.67,5941.4,3413.1,165319,54.65625,68.16,1.11688,145.48,11427.459,98.89,28.57
03/07/2000,1400.85,5802.69,3381.3,165319,54.75,68.18,1.11455,145.79,11427.459,104.88,30.75
03/08/2000,1415.87,5888.56,3342.6,161725,54.734375,68.16,1.1192,146.09,11397.529,96.06,27.77
03/09/2000,1455.25,6087.38,3342,164902,54.875,68.84,1.12654,146.11,11375.583,97.38,28.24
03/10/2000,1450.33,6083.41,3380.7,161508,54.71875,68.63,1.12095,145.7,11411.575,97.6,27.9
03/13/2000,1433.75,5896.49,3257.9,155128,54.84375,68.77,1.12268,145.85,11402.297,98.39,27.85
03/14/2000,1411.73,5606.52,3259.7,151734,55.109375,68.76,1.12558,145.72,11345.861,97.38,27.32
03/15/2000,1445.74,5430.16,3168.1,153028,55.203125,68.93,1.1265,145.37,11357.301,94.4,26.49
03/16/2000,1511.98,5758.9,3231.1,155823,55.328125,69.15,1.13043,145.63,11344.672,95.54,26.8
03/17/2000,1523.23,5891.96,3256.7,154243,55.515625,69.41,1.13182,145.33,11342.352,94.98,26.58
03/20/2000,1511.98,5678.02,3312.9,153887,55.515625,69.36,1.13251,145.06,11321.739,89.99,25.23
03/21/2000,1542.16,5893.92,3299.8,160918,55.640625,69.4,1.12222,145.41,11318.289,90.84,25.74
03/22/2000,1552.39,6026.98,3286.7,162498,55.671875,69.36,1.11713,145.74,11264.73,89.69,25.42
03/23/2000,1579.5,6173.75,3287.9,161560,55.75,69.69,1.13055,146.64,11203.869,89.2,25.5
03/24/2000,1591.26,6267.02,3360.3,163496,55.375,69.39,1.13413,147.22,11282.317,91.52,25.93
03/27/2000,1573.87,6212.23,3362.1,165501,55.421875,69.03,1.12292,146.68,11367.241,90.77,25.7
03/28/2000,1565.43,6082.43,3382.1,161179,55.484375,69.28,1.11817,146.87,11329.95,88.48,25.53
03/29/2000,1565.69,5829.35,3379,157863,55.578125,69.05,1.10557,147.48,11339.098,86.39,24.42
03/30/2000,1538.83,5645.41,3262.3,153835,56,69.42,1.11737,147.53,11357.131,87.21,24.65
03/31/2000,1550.09,5815,3264.2,156370,56.15625,69.56,1.111,147.27,11268.473,87.86,24.79
04/03/2000,1563.39,5394.28,3200.6,150337,56.265625,69.71,1.11366,147.7,11303.437,86.33,24.53
04/04/2000,1554.44,5304.27,3231.8,145779,56.6875,70.15,1.12014,147.53,11332.682,83.13,23.67
04/05/2000,1540.11,5296.44,3145,145250,56.546875,69.91,1.1191,146.35,11311.296,84.37,23.77
04/06/2000,1551.37,5407.33,3239.2,148271,56.421875,69.67,1.11575,146.11,11324.159,83.91,23.47
04/07/2000,1564.15,5657.8,3284.2,152194,56.609375,69.81,1.10927,146.07,11286.068,81.79,22.6
04/10/2000,1556.48,5251.43,3302.9,145788,56.796875,69.86,1.1169,146.42,11292.547,77.9,21.32
04/11/2000,1553.92,5159.46,3214.9,143377,56.421875,69.67,1.1139,146.61,11294.559,78.85,21.69
04/12/2000,1510.7,4820.28,3223,140435,56.046875,69.69,1.11066,146.61,11359.059,83,22.97
04/13/2000,1489.48,4676.78,3234.9,134021,56.28125,69.75,1.10823,146.81,11536.524,82.9,22.64
04/14/2000,1398.94,4197.36,3113.8,126181,56.421875,69.58,1.1132,146.74,11508.471,83.52,22.26
04/17/2000,1445.23,4667,3119.5,128120,56.03125,69.67,1.1073,146.33,11497.272,84.56,22.59
04/18/2000,1486.15,4892.03,3171.9,134712,55.984375,69.5,1.10002,145.87,11385.551,85.46,22.9
04/19/2000,1473.36,4725.7,3156.9,129890,56.28125,69.4,1.09077,145.91,11471.418,88.8,23.61
04/20/2000,1480.52,4611.56,3196.8,132672,56.25,69.24,1.08707,145.92,11492.527,89.07,23.67
04/21/2000,1480.52,4611.56,3196.8,132672,56.25,69.24,1.08707,145.92,11492.527,89.07,23.67
04/24/2000,1470.04,4457.62,3196.8,128980,56.25,69.24,1.09042,145.96,11585.801,89.62,23.67
04/25/2000,1523.49,4755.06,3227.4,133363,55.84375,69.07,1.06764,146.03,11540.051,87.18,23.18
04/26/2000,1509.42,4601.77,3264.8,133759,55.859375,69.4,1.0718,145.68,11605.492,84.84,22.83
04/27/2000,1500.98,4807.24,3217.4,134147,55.4375,69.2,1.05665,145.63,11653.359,87.49,23.6
04/28/2000,1493.57,4970.31,3311.6,136128,55.515625,69.31,1.05492,143.47,11661.102,88.59,23.73
05/01/2000,1510.96,5044.66,3311.6,136128,55.375,69.31,1.06347,143.48,11661.102,89.04,23.73
05/02/2000,1483.85,4745.92,3399,134080,55.21875,69.09,1.05284,144.11,11617.403,92.55,24.92
05/03/2000,1455.2,4676.78,3297.3,129587,54.9375,68.72,1.0393,144.28,11715.656,92.07,24.84
05/04/2000,1455.97,4682.65,3309.1,129511,54.71875,68.41,1.03237,142.39,11674.835,92.86,24.99
05/05/2000,1472.08,4820.28,3334.7,131593,54.546875,68.47,1.04196,141.16,11612.326,93.93,25.12
05/08/2000,1462.88,4633.08,3286.7,128457,54.390625,68.62,1.04023,141.64,11647.592,96.68,25.91
05/09/2000,1452.39,4503.93,3214.9,125911,54.53125,68.83,1.05133,141.73,11661.012,98.61,26.64
05/10/2000,1419.66,4243.02,3159.4,124934,54.8125,68.86,1.05399,139.75,11692.915,96.71,26.25
05/11/2000,1447.53,4416.53,3239.9,123500,54.90625,68.49,1.04289,138.88,11732.145,100.19,27.27
05/12/2000,1463.64,4458.27,3277.3,123416,54.546875,68.55,1.06475,139.96,11807.159,101.94,27.87
05/15/2000,1491.27,4643.52,3238,129932,54.703125,68.63,1.05781,139.29,11749.848,102.98,28.15
05/16/2000,1505.59,4787.67,3331.6,132360,54.84375,68.8,1.04717,138.2,11692.787,102.32,28.36
05/17/2000,1490.24,4680.04,3262.9,128575,54.640625,68.39,1.03745,138,11752.508,100.91,28.15
05/18/2000,1475.15,4513.72,3269.2,124976,54.34375,68.24,1.03514,136.98,11778.459,104.39,29.19
05/19/2000,1447.53,4278.9,3146.3,121334,54.5625,68.34,1.04162,137.26,11802.901,102.87,28.86
05/22/2000,1436.02,4301.73,3091.4,118763,54.90625,68.7,1.04821,137.92,11869.302,99.01,27.68
05/23/2000,1414.29,3929.93,3102,115408,54.84375,68.78,1.04948,136.46,11890.145,99.19,27.76
05/24/2000,1433.98,4132.14,3063.9,121343,54.796875,69.01,1.05064,136.46,11795.011,103.15,28.88
05/25/2000,1420.93,4077.35,3129.4,120390,55.125,69.32,1.05665,135.93,11827.649,105.15,29.46
05/26/2000,1413.01,4083.22,3143.8,124546,55.390625,69.58,1.07862,137.28,11751.127,103.39,29.49
05/29/2000,1418.89,4110.61,3177.5,126442,55.390625,69.42,1.07319,137.94,11755.468,103.39,29.49
05/30/2000,1460.06,4470.67,3220.5,129991,55.203125,69.37,1.07909,138.29,11706.318,104.6,29.23
05/31/2000,1454.95,4337.6,3246.7,127083,55.515625,69.63,1.0836,138.42,11665.552,99.98,28.57
06/01/2000,1484.87,4582.2,3320.3,131374,55.828125,70.06,1.07978,138.07,11631.943,103.87,29.46
06/02/2000,1509.93,4893.99,3386.5,138429,56,70.2,1.09054,139.14,11517.405,104.6,29.32
06/05/2000,1504.31,4895.29,3362.8,136035,56.140625,70.21,1.09782,140.42,11442.465,102.36,28.63
