Dates,ES1 Index,NQ1 Index,VG1 Index,BZ1 Index,TY1 Comdty,RX1 Comdty,EC1 Curncy,BP1 Curncy,UC1 Curncy,CL1 Comdty,CO1 Comdty
06/12/2006,1153.33,1677.24,2128.4,115005,73.015625,85.07,1.46294,187.54,7272.933,380.75,102.27
06/13/2006,1139.8,1668.16,2088,112605,73.109375,85.42,1.45494,186.4,7335.406,371.01,99.29
06/14/2006,1147.96,1682.19,2091,111871,72.703125,85.21,1.46063,187.21,7252.038,374.15,99.56
06/15/2006,1172.47,1735.25,2135,111871,72.5,84.83,1.46283,187.78,7252.038,376.1,99.5
06/16/2006,1165.3,1714.57,2116.1,117630,72.359375,84.93,1.46677,188.16,7140.854,378.15,100.01
06/19/2006,1154.67,1703.14,2138.1,116142,72.296875,84.71,1.4587,186.99,7139.123,374.65,99.01
06/20/2006,1158.37,1708.58,2154.6,114925,72.234375,84.52,1.45928,187.24,7126.64,373.52,98.97
06/21/2006,1166.92,1731.98,2161.9,117828,72.234375,84.44,1.46792,187.38,7075.682,378.85,100.55
06/22/2006,1161.6,1712.39,2172.9,117007,72.03125,84.12,1.45893,185.79,7097.582,381.6,101.68
06/23/2006,1161.14,1706.95,2174.7,118193,71.890625,83.95,1.45121,184.88,7069.387,381.76,101.66
06/26/2006,1165.54,1709.67,2165.6,118063,71.875,83.86,1.45824,185.3,7049.342,386.77,102.82
06/27/2006,1155.82,1681.65,2149.1,117684,72,83.92,1.4587,185.24,7076.902,387.42,103.18
06/28/2006,1163.22,1695.53,2147.8,118317,71.859375,83.88,1.45525,184.8,7018.464,388.87,103.81
06/29/2006,1186.11,1746.67,2193,123829,72.078125,84.12,1.46746,185.91,6887.95,396.04,105.94
06/30/2006,1183.34,1731.98,2237,124486,72.390625,84.07,1.48106,187.72,6845.455,398.25,106.86
07/03/2006,1191.43,1742.86,2243.7,127372,72.34375,83.96,1.48245,186.97,6879.74,398.25,106.69
07/04/2006,1191.43,1742.86,2249.2,127101,72.34375,84.05,1.48245,186.97,6849.579,398.25,105.41
07/05/2006,1183.57,1706.68,2216.3,123591,71.96875,83.67,1.4753,186.46,6944.958,405.03,107.54
07/06/2006,1186.34,1703.14,2245,123886,72.140625,83.77,1.47968,186.66,6873.371,404.76,107.69
07/07/2006,1179.18,1687.09,2237,122079,72.390625,84.14,1.48418,188.08,6882.908,399.11,106.86
07/10/2006,1181.03,1673.49,2248,122357,72.40625,83.96,1.47438,187,6870.144,396.52,105.96
07/11/2006,1185.88,1681.38,2219.3,123953,72.546875,84.25,1.47853,187.56,6879.894,399.48,107.09
07/12/2006,1172.93,1650.63,2223.6,122796,72.546875,83.96,1.47046,186.19,6925.305,403.74,108.14
07/13/2006,1153.74,1621.25,2183.3,119977,72.6875,84.31,1.46954,187.34,6992.929,413.17,111.36
07/14/2006,1148.89,1605.2,2148.4,119471,72.75,84.68,1.46447,186.75,6976.691,414.94,111.92
07/17/2006,1147.27,1610.91,2142.9,118287,72.703125,84.6,1.44948,184.79,6946.877,405.62,109.52
07/18/2006,1152.13,1617.99,2135.6,118747,72.390625,84.5,1.44787,185.53,6899.428,396.14,107.27
07/19/2006,1167.62,1622.34,2191.2,124127,72.765625,84.67,1.45824,187.24,6844.248,393.56,106.61
07/20/2006,1159.99,1607.65,2196.7,121502,72.921875,84.69,1.46228,187.87,6888.333,390.93,106.35
07/21/2006,1151.2,1590.23,2176.5,119860,72.875,84.94,1.46804,188.78,6911.802,391.78,106.39
07/24/2006,1172.24,1626.42,2222.4,122531,72.875,84.89,1.46089,187.84,6881.405,395.04,107.63
07/25/2006,1175.94,1623.97,2223,123923,72.796875,84.84,1.45548,186.87,6913.307,388.2,105.72
07/26/2006,1177.56,1627.78,2229.1,123959,72.9375,84.71,1.46862,188.22,6880.013,389.2,106.75
07/27/2006,1176.63,1626.42,2254.7,124140,72.9375,84.93,1.46781,188.56,6874.704,392.35,108.21
07/28/2006,1187.73,1655.53,2273.1,126319,73.1875,85.14,1.47438,189.26,6825.134,385.51,105.87
07/31/2006,1185.42,1652.81,2257.2,125398,73.203125,85.15,1.4768,189.67,6820.702,391.62,108.41
08/01/2006,1180.8,1625.6,2229.7,124063,73.203125,85.07,1.48164,190.45,6869.163,394.3,109.48
08/02/2006,1187.73,1643.02,2262.7,125706,73.296875,85.06,1.48026,190.71,6829.659,399.04,110.92
08/03/2006,1190.51,1655.53,2245.6,126484,73.296875,84.79,1.4806,191.73,6820.559,397.2,110.45
08/04/2006,1189.35,1649.27,2275.5,127399,73.5625,85.25,1.48844,193.73,6829.096,393.51,109.88
08/07/2006,1185.88,1635.13,2238.9,126571,73.4375,85.24,1.48406,193.44,6834.934,405.2,112.96
08/08/2006,1180.8,1624.24,2243.7,126383,73.46875,85.28,1.48556,193.79,6820.224,401.67,111.88
08/09/2006,1175.94,1626.96,2268.8,125096,73.4375,85.08,1.48579,193.3,6773.645,401.88,111.49
08/10/2006,1179.64,1629.68,2249.9,125552,73.421875,85.1,1.47841,192.19,6750.26,389.51,108.6
08/11/2006,1176.63,1628.05,2250.5,124201,73.21875,84.8,1.46965,191.77,6765.932,391.35,109.11
08/14/2006,1177.56,1632.68,2278,122498,73.046875,84.63,1.46885,191.55,6749.368,387.04,107.19
08/15/2006,1190.97,1676.48,2311.6,125232,73.375,84.84,1.47657,192.11,6682.844,384.51,106.24
08/16/2006,1201.37,1715.39,2320.1,126396,73.671875,85.09,1.48302,192.38,6671.748,378.41,104.88
08/17/2006,1203.22,1717.02,2327.4,125765,73.640625,85.17,1.48106,191.15,6682.474,368.77,103.08
08/18/2006,1208.77,1724.91,2319.5,125850,73.78125,85.29,1.48095,190.84,6698.544,374.46,104.12
08/21/2006,1204.38,1706.95,2310.3,124792,73.828125,85.52,1.48936,192.23,6652.811,380.69,105.68
08/22/2006,1204.15,1704.78,2320.7,122830,73.84375,85.92,1.47749,191.48,6665.559,379.65,105.47
08/23/2006,1200.22,1695.8,2301.2,119063,73.8125,85.81,1.47703,192.12,6700.929,372.69,103.72
08/24/2006,1198.6,1694.71,2314.6,119323,73.828125,85.92,1.47334,191.58,6715.627,375.81,104.67
08/25/2006,1199.99,1698.52,2314,120279,73.890625,86.03,1.47288,191.49,6716.367,376.59,104.7
08/28/2006,1205.77,1709.13,2330.5,121308,73.828125,86,1.47576,192.25,6668.672,366.72,101.99
08/29/2006,1206.92,1715.11,2329.3,121259,73.84375,85.76,1.48095,192.67,6652.78,362.05,100.61
08/30/2006,1206.92,1724.36,2336.6,121311,73.953125,85.99,1.4806,193.21,6656.27,363.71,101.07
08/31/2006,1207.38,1722.73,2327.4,121574,74.15625,86.22,1.47795,193.24,6666.934,364.9,101.17
09/01/2006,1213.86,1730.89,2336,124296,74.203125,86.37,1.48095,193.29,6649.846,359.34,99.58
09/04/2006,1213.86,1730.89,2347,125850,74.203125,86.3,1.48095,193.29,6601.25,359.34,97.51
09/05/2006,1215.71,1746.4,2332.3,124887,74,86.03,1.47853,192.2,6618.653,356.28,98.06
09/06/2006,1204.84,1714.84,2307.3,122603,73.921875,85.74,1.47807,191.2,6682.8,350.57,96.39
09/07/2006,1198.83,1706.68,2285.3,122603,73.9375,85.89,1.46862,190.24,6682.8,349.63,95.81
09/08/2006,1201.6,1709.67,2292,121518,74.0625,86.06,1.46147,189.22,6705.469,344.08,94.08
09/11/2006,1202.76,1723.28,2288.3,118919,73.921875,85.95,1.46458,189.19,6757.852,340.75,92.96
09/12/2006,1215.01,1757.28,2315.2,119744,74.046875,85.74,1.46331,190.1,6730.719,331.14,90.71
09/13/2006,1218.48,1767.08,2323.8,121459,74.09375,85.98,1.46331,190.33,6695.752,332.23,90.71
09/14/2006,1218.94,1769.23,2320.7,120053,73.953125,86.03,1.46654,191.35,6705.982,328.34,89.65
09/15/2006,1221.46,1777.57,2328,119960,73.921875,86.15,1.45916,190.51,6672.057,328.91,89.36
09/18/2006,1223.3,1777.57,2326.8,120966,73.84375,85.74,1.46375,190.73,6653.905,331.35,90.37
09/19/2006,1219.86,1766.81,2308.6,118636,74.234375,86.06,1.461,190.82,6706.987,319.63,87.72
09/20/2006,1225.36,1789.67,2345.7,116201,74.234375,86.14,1.46306,191.55,6748.886,312.28,85.32
09/21/2006,1219.63,1779.99,2357.8,115050,74.625,86.18,1.47315,192.86,6825.475,316.65,86.55
09/22/2006,1215.73,1765.2,2326.2,115316,74.875,86.69,1.4727,192.7,6835.715,311.3,85.24
09/25/2006,1224.67,1791.28,2334.1,115793,75.046875,86.89,1.47017,192.85,6865.862,315.93,85.79
09/26/2006,1234.76,1800.16,2363.3,118107,74.921875,86.93,1.46283,192.33,6783.789,313.67,84.83
09/27/2006,1235.67,1804.19,2377.3,119083,74.890625,86.81,1.46352,191.56,6762.107,323.69,87.78
09/28/2006,1235.22,1800.16,2377.3,120470,74.75,86.71,1.46387,190.27,6716.759,322.66,88.24
09/29/2006,1233.61,1797.74,2379.7,120253,74.6875,86.59,1.46077,189.76,6707.252,323.43,88.16
10/02/2006,1229.03,1772.19,2374.9,122268,74.796875,86.75,1.46685,191.36,6667.413,313.77,85.29
10/03/2006,1231.55,1778.91,2368.2,120549,74.796875,86.46,1.46559,191.36,6713.012,301.69,82.44
10/04/2006,1245.3,1820.59,2389.4,124453,75.046875,86.72,1.46341,191.21,6674.39,305.44,83.56
10/05/2006,1247.59,1830.54,2404,125453,74.828125,86.61,1.46088,190.49,6664.413,308.63,84.66
10/06/2006,1245.76,1828.66,2402.8,124927,74.375,86.41,1.45125,189.74,6671.417,307.24,84.42
10/09/2006,1246.22,1832.7,2404,126425,74.375,86.32,1.45125,189.74,6652.894,308.27,85.42
10/10/2006,1247.59,1832.7,2416.2,127342,74.125,85.98,1.44254,187.99,6637.254,300.86,83.73
10/11/2006,1245.99,1835.65,2419.2,126409,73.953125,86.01,1.44059,187.89,6661.36,296.08,82.75
10/12/2006,1256.76,1863.89,2439.3,126409,73.984375,86.04,1.44391,188.33,6661.36,297.47,82.91
10/13/2006,1259.28,1870.88,2438.1,127809,73.875,85.86,1.44001,188.25,6590.574,301.12,83.98
10/16/2006,1261.57,1873.03,2438.1,129005,73.96875,85.84,1.44105,188.58,6562.033,308.16,85.34
10/17/2006,1257.68,1850.44,2406.5,127863,74.03125,86.03,1.44288,189.6,6566.661,302.97,84.34
10/18/2006,1258.37,1844.8,2433.2,127056,74.0625,85.92,1.44185,189.32,6576.506,296.39,82.46
10/19/2006,1259.97,1853.13,2430.2,127569,73.984375,85.73,1.45251,190.38,6587.097,302.39,84.24
10/20/2006,1260.66,1848.83,2435.7,126827,73.96875,85.78,1.45148,191.01,6589.44,296.54,82.6
10/23/2006,1265.93,1865.77,2449.7,128399,73.796875,85.53,1.44357,189.93,6578.895,293.94,81.95
10/24/2006,1269.6,1856.9,2447.2,129560,73.78125,85.54,1.44506,189.98,6610.445,296.64,82.85
10/25/2006,1273.72,1872.23,2449,129909,74.015625,85.48,1.45033,190.43,6599.476,306.89,85.88
10/26/2006,1277.16,1885.67,2454.5,130009,74.28125,85.61,1.45916,191.63,6568.604,301.69,84.11
10/27/2006,1269.6,1862.55,2446.6,128796,74.46875,85.91,1.4641,192.2,6559.856,303.64,84.54
10/30/2006,1268.22,1868.19,2439.9,127208,74.46875,86.02,1.46341,192.75,6596.519,291.69,81.21
10/31/2006,1268.22,1874.65,2439.9,127989,74.796875,86.39,1.46731,193.33,6579.588,293.54,81.7
11/01/2006,1258.82,1849.37,2446,130683,75.015625,86.63,1.46857,193.76,6577.201,293.44,81.63
11/02/2006,1257.22,1846.41,2422.3,130683,74.859375,86.39,1.46891,193.47,6577.201,289.29,80.09
11/03/2006,1254.7,1843.45,2429,132181,74.28125,86.21,1.46146,192.68,6567.918,295.59,81.86
11/06/2006,1268.68,1868.73,2465.5,134688,74.3125,86.05,1.46192,192.21,6554.806,299.99,82.69
11/07/2006,1273.49,1884.33,2481.9,133656,74.546875,86.39,1.46719,193.09,6554.385,294.54,80.94
11/08/2006,1275.79,1895.09,2481.3,134595,74.6875,86.25,1.46765,193.14,6576.896,299.04,82.47
11/09/2006,1268.91,1882.98,2480.7,132894,74.6875,86.39,1.47327,193.1,6564.923,305.69,84.87
11/10/2006,1269.6,1891.32,2475.8,132516,74.84375,86.58,1.47327,193.68,6594.367,297.84,82.64
11/13/2006,1272.58,1907.72,2490.4,132171,74.75,86.44,1.47155,192.65,6636.275,292.79,81.73
11/14/2006,1281.52,1932.2,2486.1,133820,74.921875,86.56,1.47292,192.24,6584.332,291.29,81.25
11/15/2006,1284.95,1937.57,2500.7,133820,74.671875,86.41,1.47292,191.43,6584.332,293.69,81.96
11/16/2006,1288.16,1947.26,2503.2,134120,74.46875,86.4,1.46971,191.33,6592.981,283.29,79.16
11/17/2006,1287.93,1943.49,2486.1,132946,74.765625,86.53,1.47166,191.88,6608.895,285.23,79.77
11/20/2006,1288.39,1948.33,2495.9,132946,74.796875,86.66,1.47143,192.19,6608.895,284.41,79.75
11/21/2006,1289.31,1952.9,2497.7,134659,74.890625,86.66,1.47476,192.52,6614.188,291.03,81.66
11/22/2006,1291.37,1962.32,2495.9,136069,74.9375,86.69,1.48416,193.93,6623.777,286.53,80.44
11/23/2006,1291.37,1962.32,2489.2,136644,74.9375,86.5,1.48416,193.93,6628.555,286.53,80.25
11/24/2006,1286.33,1958.01,2466.7,135450,75,86.85,1.50262,195.79,6628.838,286.53,81.17
11/27/2006,1268.45,1913.64,2425.9,132426,75.0625,86.65,1.50698,196.29,6685.525,291.76,81.73
11/28/2006,1273.03,1917.14,2420.5,133020,75.203125,86.84,1.51409,197.71,6683.953,295,82.77
11/29/2006,1285.64,1931.66,2449,135511,75.140625,86.67,1.51019,197.23,6634.49,302.11,85.28
11/30/2006,1286.33,1930.58,2429,136008,75.421875,86.87,1.52051,199.2,6608.606,305.35,86.89
12/01/2006,1284.04,1916.87,2394.9,133662,75.625,87.05,1.53003,200.66,6609.562,306.8,87.38
12/04/2006,1293.43,1939.99,2413.2,137738,75.59375,87.02,1.52934,200.6,6601.25,302.01,85.8
12/05/2006,1298.94,1944.84,2440.5,139910,75.578125,86.91,1.52934,200.05,6562.592,301.96,85.62
12/06/2006,1297.1,1937.57,2437.5,139245,75.390625,86.9,1.52441,199.17,6540.111,300.8,85.28
12/07/2006,1291.6,1910.95,2445.4,138599,75.390625,86.74,1.52361,198.81,6528.557,302.25,84.61
12/08/2006,1292.75,1921.17,2444.8,138741,75.03125,86.61,1.51409,197.8,6516.532,300.03,84.11
12/11/2006,1296.87,1931.12,2466.7,139764,75.1875,86.44,1.51994,198.42,6506.878,296.11,83.62
12/12/2006,1295.27,1916.06,2470.9,138635,75.34375,86.44,1.52258,199.55,6547.303,295.14,83.19
12/13/2006,1296.64,1920.36,2491.6,139790,74.96875,86.42,1.51432,199.18,6533.105,296.84,83.24
12/14/2006,1307.32,1940.02,2505.5,141245,74.859375,86.08,1.50836,198.7,6529.601,302.35,84.8
12/15/2006,1307.32,1944.28,2515.8,140556,74.859375,86,1.5001,197.58,6524.185,306.8,85.61
12/18/2006,1304.14,1924.61,2509.1,140236,74.890625,85.8,1.50193,197.47,6531.748,300.58,83.78
12/19/2006,1305.51,1916.38,2494.6,140217,74.859375,85.56,1.51266,199.39,6566.481,303.78,84.7
12/20/2006,1304.6,1910.53,2503.7,140116,74.859375,85.58,1.51084,199.03,6552.394,305.03,85.26
12/21/2006,1299.6,1897.25,2500.1,139356,75.09375,85.46,1.51061,198.77,6556.177,299.95,84.22
12/22/2006,1290.96,1874.67,2473.5,139483,74.734375,85.36,1.50376,198.2,6522.148,298.76,84.17
12/25/2006,1290.96,1874.67,2473.5,139483,74.734375,85.36,1.50376,198.2,6522.148,298.76,84.17
12/26/2006,1298.69,1884.76,2473.5,140312,74.8125,85.36,1.50159,197.95,6503.97,292.49,82.39
12/27/2006,1306.19,1890.87,2510.9,142922,74.53125,85.15,1.5041,198.19,6507.851,288.85,81.61
12/28/2006,1303.23,1885.82,2510.3,142669,74.34375,84.97,1.50661,198.84,6477.78,289.76,81.81
12/29/2006,1298.46,1886.36,2509.7,142669,74.265625,84.93,1.51152,198.22,6477.78,292.25,82.07
01/01/2007,1298.46,1886.36,2509.7,142669,74.265625,84.93,1.51152,198.22,6477.78,292.25,82.07
01/02/2007,1298.46,1886.36,2539.3,145697,74.34375,85.16,1.5226,199.94,6461.743,292.25,81.5
01/03/2007,1295.05,1890.61,2542.9,142707,74.453125,85.05,1.50867,197.6,6486.449,279.18,78.16
01/04/2007,1297.55,1925.94,2535.1,140824,74.671875,85.16,1.49953,196.97,6499.243,266.11,74.31
01/05/2007,1287.55,1910,2506.7,135224,74.546875,84.83,1.49051,195.55,6521.114,269.56,75.03
01/08/2007,1293.01,1916.64,2501.3,136812,74.5,84.88,1.49154,196.3,6521.78,268.5,74.97
01/09/2007,1291.19,1924.08,2505.5,134249,74.5,84.69,1.48937,196.5,6512.855,266.35,74.41
01/10/2007,1294.83,1949.59,2482.6,135097,74.40625,84.63,1.48206,195.83,6510.985,258.59,72.4
01/11/2007,1300.73,1965.8,2528.4,136360,74.15625,84.65,1.47635,196.95,6494.152,248.35,69.72
01/12/2007,1309.6,1979.08,2532.7,137898,74.015625,84.29,1.48,198.18,6476.444,253.66,71.4
01/15/2007,1309.6,1979.08,2542.3,137100,74.015625,84.39,1.48,198.18,6479.888,253.66,71.41
01/16/2007,1307.78,1972.17,2529.1,136344,74.09375,84.49,1.47989,198.73,6474.951,245.14,68.97
01/17/2007,1307.78,1956.76,2514.6,136502,73.921875,84.49,1.48092,199.39,6451.835,250.07,70.52
01/18/2007,1302.78,1919.3,2507.9,135686,74.0625,84.29,1.48377,199.81,6449.392,241.65,69.14
01/19/2007,1305.96,1919.83,2530.3,138135,73.96875,84.36,1.48446,199.86,6434.754,248.88,71.4
01/22/2007,1300.73,1904.69,2509.7,138600,74.03125,84.59,1.48309,200.11,6447.718,245.06,70.41
01/23/2007,1304.82,1899.11,2507.9,140571,73.859375,84.59,1.49085,200.74,6434.793,256.52,73.62
01/24/2007,1314.6,1929.13,2537.5,142492,73.84375,84.45,1.48389,199.22,6422.05,258.06,74.06
01/25/2007,1299.14,1903.63,2529.1,142492,73.59375,84.25,1.47977,198.89,6422.05,252.75,72.31
01/26/2007,1297.55,1890.87,2515.8,140948,73.546875,84.18,1.47749,198.35,6450.037,258.29,73.87
01/29/2007,1296.42,1898.84,2526,138546,73.5,83.99,1.48297,198.42,6441.939,251.72,71.72
01/30/2007,1303.46,1901.5,2543.5,139726,73.5625,84.04,1.48343,198.65,6426.085,265.52,75.34
01/31/2007,1311.64,1915.58,2531.5,141486,73.765625,84.15,1.49108,198.89,6404.009,270.97,76.69
02/01/2007,1318.69,1916.38,2553.2,142255,73.703125,84.18,1.49017,199.27,6337.933,267.05,75.78
02/02/2007,1320.73,1920.63,2562.9,142552,73.75,84.37,1.48354,199.2,6342.425,275.07,78.04
02/05/2007,1321.41,1918.77,2562.3,143429,73.828125,84.56,1.47932,198.45,6311.767,273.76,77.63
02/06/2007,1320.96,1916.64,2564.1,143704,74.015625,84.56,1.48514,199.54,6282.128,274.42,78.05
02/07/2007,1323.23,1937.37,2573.1,141201,74.140625,84.58,1.488,199.42,6299.922,268.96,76.46
02/08/2007,1321.64,1936.04,2561,141916,74.15625,84.49,1.49154,198.28,6307.537,278.29,78.87
02/09/2007,1311.64,1904.95,2573.7,140018,73.921875,84.22,1.48765,197.51,6350.172,279.12,78.84
02/12/2007,1307.1,1897.51,2550.8,138897,73.84375,84.1,1.48251,197.18,6362.008,269.43,75.69
02/13/2007,1317.55,1908.67,2564.7,142600,73.796875,84,1.49051,197.05,6345.424,275.26,77.54
02/14/2007,1325.73,1937.1,2583.4,145586,74.171875,84.15,1.5009,198.7,6293.669,270.32,75.76
02/15/2007,1326.64,1945.87,2577.3,145406,74.296875,84.5,1.50341,197.96,6300.968,270.27,75.98
02/16/2007,1326.18,1941.88,2568.9,145008,74.34375,84.46,1.50204,197.52,6295.073,276.79,77.76
02/19/2007,1326.18,1941.88,2581,145008,74.34375,84.37,1.50204,197.52,6295.073,276.79,76.69
02/20/2007,1328.68,1954.11,2571.3,145008,74.40625,84.37,1.50181,197.98,6295.073,272.12,76.48
02/21/2007,1327.55,1960.22,2559.8,145636,74.34375,84.5,1.50239,197.95,6250.779,277.76,78.29
02/22/2007,1326.41,1970.58,2564.7,146706,74.15625,84.24,1.50067,198.12,6261.671,281.83,79.96
02/23/2007,1321.41,1960.75,2564.7,145129,74.40625,84.5,1.5049,198.88,6282.437,282.71,80.31
02/26/2007,1320.28,1953.04,2583.4,145645,74.609375,84.83,1.50695,198.92,6264.739,283.87,80.9
02/27/2007,1268.24,1860.32,2514,135761,75.171875,85.02,1.51369,198.83,6367.855,284.19,80.94
02/28/2007,1280.74,1876.26,2471.7,137678,75.015625,85.06,1.51221,198.88,6362.36,285.72,81.64
03/01/2007,1277.1,1868.02,2438.5,136583,75.03125,85.16,1.50798,198.55,6369.745,286.69,81.93
03/02/2007,1259.6,1834.55,2427,133279,75.203125,85.22,1.5073,196.82,6403.559,285.02,81.89
03/05/2007,1247.33,1821.26,2408.3,129994,75.1875,85.38,1.49679,194.69,6410.325,277.76,79.86
03/06/2007,1268.47,1854.47,2422.8,134785,75.140625,85.39,1.49919,195.4,6353.997,280.63,80.98
03/07/2007,1266.42,1846.5,2430,133630,75.28125,85.41,1.50604,195.84,6334.854,285.86,82.44
03/08/2007,1276.87,1864.57,2460.8,135793,75.28125,85.34,1.50079,195.43,6317.724,285.02,82.22
03/09/2007,1277.1,1857.4,2467.5,138207,74.890625,85.18,1.49816,195.63,6293.558,277.67,80.64
03/12/2007,1278.92,1868.02,2457.2,138655,75.046875,85.29,1.5065,195.65,6261.844,272.4,80.12
03/13/2007,1254.15,1832.42,2425.8,133671,75.359375,85.49,1.5073,195.51,6301.32,267.87,80.33
03/14/2007,1263.01,1857.93,2360,134797,75.28125,85.7,1.51095,196,6286.999,268.93,80.45
03/15/2007,1264.59,1853.99,2401.1,134642,75.21875,85.5,1.51141,196.12,6261.61,266.11,79.65
03/16/2007,1260.53,1853.2,2403,132949,75.171875,85.52,1.51986,196.67,6272.375,264.08,79.15
03/19/2007,1275.63,1871.32,2447.2,135861,75.0625,85.38,1.51883,196.91,6226.501,264.61,79.44
03/20/2007,1282.61,1882.88,2465,138341,75.15625,85.49,1.51963,198.57,6220.462,262.62,79.02
03/21/2007,1301.98,1917.28,2462.5,142301,75.34375,85.38,1.52782,199.37,6177.482,264.21,79.77
03/22/2007,1301.98,1910.72,2517.2,141725,75.015625,85.25,1.52213,198.99,6164.621,273.43,82.05
03/23/2007,1303.78,1903.1,2533.8,142257,74.90625,84.96,1.51724,198.63,6174.593,276.05,82.93
03/26/2007,1302.21,1910.19,2500.6,142537,75.015625,84.96,1.52179,199.49,6165.285,278.84,84.55
03/27/2007,1297.93,1901.79,2506.1,141377,74.921875,84.8,1.52338,199.05,6172.942,278.93,84.8
03/28/2007,1288.02,1880.78,2489.5,138891,74.90625,84.77,1.52088,198.68,6188.935,284.02,86.35
03/29/2007,1289.82,1878.41,2522.1,141763,74.828125,84.59,1.52213,198.68,6120.874,292.67,89.1
03/30/2007,1289.59,1881.3,2523.3,141691,74.734375,84.49,1.52407,199.26,6157.809,291.96,89.39
04/02/2007,1291.39,1880.52,2528.2,141800,74.75,84.47,1.52532,200.32,6122.596,292.27,90.23
04/03/2007,1304.01,1906.52,2560.8,144305,74.65625,84.27,1.52134,199.95,6088.547,286.51,89.01
04/04/2007,1305.13,1911.24,2573,145328,74.734375,84.46,1.52521,200.03,6076.168,285.35,89.78
04/05/2007,1308.96,1920.7,2579.8,145076,74.609375,84.3,1.53192,199.56,6074.315,284.91,89.57
04/06/2007,1308.96,1920.7,2579.8,145076,74.234375,84.3,1.53192,199.56,6074.315,284.91,89.57
04/09/2007,1310.54,1916.23,2579.8,146162,74.265625,84.3,1.52418,198.61,6049.529,272.63,87.41
04/10/2007,1311.89,1922.01,2596.4,146793,74.359375,84.09,1.53169,199.69,6057.71,274.32,88.5
04/11/2007,1305.13,1904.42,2596.4,145745,74.296875,83.99,1.53181,200.04,6087.469,274.85,89.05
04/12/2007,1311.44,1920.17,2585.9,147123,74.296875,83.74,1.53795,200.36,6076.332,283,90.44
04/13/2007,1316.62,1924.38,2606.8,149155,74.171875,83.41,1.54444,201.28,6035.448,282.03,90.07
04/16/2007,1329.46,1941.71,2644.3,152275,74.265625,83.6,1.54546,201.55,6079.159,281.94,88.26
04/17/2007,1332.62,1945.91,2645.5,151682,74.515625,83.75,1.54739,203.2,6076.376,279.68,86.53
04/18/2007,1333.74,1941.71,2633.8,152103,74.671875,83.93,1.54876,203.14,6066.184,279.81,86.67
04/19/2007,1333.74,1942.5,2620.3,151510,74.640625,83.68,1.55126,202.74,6052.735,275.21,86.54
04/20/2007,1345.23,1956.68,2667,153905,74.65625,83.6,1.55069,202.9,6044.625,278.64,87.26
04/23/2007,1340.95,1957.21,2662.1,152958,74.734375,83.77,1.54785,202.67,6069.524,286.38,89.44
04/24/2007,1341.18,1964.82,2644.3,152724,74.875,83.86,1.55365,202.55,6066.833,280.68,88.14
04/25/2007,1352.21,1989.77,2659,154729,74.765625,83.74,1.55559,202.76,6019.976,286.16,89.99
04/26/2007,1354.02,2002.38,2670,152742,74.578125,83.55,1.55092,201.67,6036.747,282.77,88.79
04/27/2007,1353.34,2003.17,2654.1,152453,74.546875,83.52,1.55536,202.24,6053.137,288.85,89.78
04/30/2007,1341.18,1974.28,2665.1,151288,74.875,83.92,1.55616,202.47,6061.24,285.59,88.79
05/01/2007,1345,1981.11,2665.1,151288,74.796875,83.92,1.55263,202.54,6061.24,279.9,87.93
05/02/2007,1352.44,1994.76,2678.6,153394,74.765625,83.56,1.55001,201.47,6023.298,276.77,86.95
05/03/2007,1358.97,2002.91,2686,155746,74.609375,83.44,1.54489,201.3,6036.391,274.64,86.69
05/04/2007,1364.38,2005.01,2703.2,156669,74.796875,83.66,1.54933,201.82,6053.982,269.16,85.72
05/07/2007,1364.38,2003.17,2704.4,155919,74.8125,83.57,1.55035,201.85,6014.999,267.16,84.57
05/08/2007,1362.57,2001.86,2686,155866,74.828125,83.66,1.54353,201.44,6014.222,270.6,86.02
05/09/2007,1365.5,2008.95,2691.5,159079,74.609375,83.59,1.54159,201.9,6004.337,267.51,85.57
05/10/2007,1350.86,1981.89,2673.1,155433,74.75,83.52,1.53636,200.39,6013.899,268.64,86.35
05/11/2007,1362.57,2007.11,2690.9,157594,74.625,83.62,1.54136,200.77,5999.513,271.08,87.71
05/14/2007,1359.42,1992.14,2685.4,155737,74.546875,83.25,1.54284,200.37,5979.621,271.47,87.71
05/15/2007,1359.2,1978.74,2702.6,156220,74.4375,83.03,1.54853,201.1,5886.966,274.55,89.2
05/16/2007,1367.76,1997.39,2692.1,159897,74.4375,83.05,1.54057,200.35,5798.782,271.86,88.61
05/17/2007,1365.28,1985.83,2696.4,159870,74.203125,82.96,1.53715,199.96,5799.844,281.9,91.61
05/18/2007,1376.77,2002.12,2735.7,160321,73.984375,83.02,1.53863,200.02,5814.179,282.25,90.5
05/21/2007,1376.77,2013.15,2737,161533,74.0625,82.91,1.53419,199.57,5756.218,286.05,91.9
05/22/2007,1374.29,2017.35,2738.2,160887,73.875,82.85,1.5326,200.06,5769.844,280.24,90.63
05/23/2007,1374.51,2006.85,2755.4,159436,73.75,82.66,1.53283,201.17,5793.268,281.35,92.04
05/24/2007,1361.9,1977.17,2727.1,155012,73.734375,82.71,1.52987,201.16,5838.631,274.55,92.2
05/25/2007,1367.08,1988.72,2738.2,158784,73.71875,82.57,1.53181,201.02,5789.413,278.91,92.16
